,title,primaryCategory.categoryId,primaryCategory.categoryName,predictCategory
1055,Canon 2f IIf Leica Screw Mount Rangefinder Film Camera No. 109797,15230,Film Cameras,Film Cameras
1056,LEICA SUPER ANGULON-R 21mm F4 2  Cam MF Lens for R Mount #190610f,3323,Lenses,"Lens Adapters, Mounts & Tubes"
1057,【N MINT】Canon 50mm F1.8 Chrome Silver Leica Screw Mount L39 LTM from Japan #1576,3323,Lenses,Lenses
1058,*EXC++++* Canon IIB w/Serenar 50mm f/1.9 Lens for Leica L Mount  From JAPAN #86,15230,Film Cameras,Lens Caps
1059,LEICA R3  Burgundy Everady  Camera Case leather Model 14506,107894,"Cases, Bags & Covers","Cases, Bags & Covers"
1060,CANON Front lens Cap for 50mm F1.8 leica screw mount  #583499,79001,Lens Caps,Lens Caps
1061,【As-Is】Leica IIIf III f No.772338 DBP Range Finder Camera From Japan 725,15230,Film Cameras,Viewfinders & Eyecups
1062,@BOXED@ Leica I A Made in 1926/27 with Elmar 50mm f3.5 #016104,15230,Film Cameras,Digital Cameras
1063,LEICA SUMMILUX-M 50mm F1.4 E43 Black MF Lens for M Mount #190529a,3323,Lenses,"Lens Adapters, Mounts & Tubes"
1064,【Excel+++++】Leica Elmar-M 50mm F/2.8 Silver Lens Made in Germany From JAPAN #168,3323,Lenses,Viewfinders & Eyecups
1065,LEICA Tasche Case CL original Leder Leather Strap Top Riemen From JAPAN,107894,"Cases, Bags & Covers","Cases, Bags & Covers"
1066,Leica Summilux-M 35mm F/1.4 Lens for Leica M #21463 G3,3323,Lenses,"Lens Adapters, Mounts & Tubes"
1067,【Mint】Voigtlander Color-Skopar 50mm F2.5 BLACK for Leica L39 from Japan 425436,3323,Lenses,Viewfinders & Eyecups
1068,【MINT+++】Minolta CLE Rangefinder 35mm body w/ grip Leica M6 M5 M From JAPAN 1286,15230,Film Cameras,Straps & Hand Grips
1069,*Near Mint-* LEITZ Leica Elmarit-R 24mm F2.8 Lens w/ Hood Yr.1979 Germany #2273,3323,Lenses,Lens Hoods
1070,Asahi Kogaku Takumar 58mm f2.4 f/2.4 for asahi flex #60942,3323,Lenses,Lens Hoods
1071,"Nippon kogaku Nikkor H C 5cm F2 1:2 Leica LTM39 Mount Lens, ""Exc+++""#7268",3323,Lenses,"Lens Adapters, Mounts & Tubes"
1072,[EXC+++++]  Leica MC Light Meter From Japan,88668,Light Meters,Light Meters
1073,【EXC+++】Nikon NIKKOR-S.C 50mm f1.4 for Leica Screw Mount LTM L39 from JAPAN #19,3323,Lenses,Lenses
1074,Panasonic LUMIX LEICA D SUMMILUX 25mm f/1.4 ASPH. w/Hood/Caps [Near Mint] Japan,3323,Lenses,Viewfinders & Eyecups
1075,【Top MINT】 Konica Hexar RF 35mm Rangefinder Camera Leica M Mount from JAPAN #a47,15230,Film Cameras,Film Cameras
1076,Canon 7 rangefinder Film Camera Leica screw mount Japan 819915,15230,Film Cameras,Film Cameras
1077,【Exc+++】 Canon 50mm F1.4 Leica Screw mount L39 Lens From Japan #290,3323,Lenses,Lenses
1078,[Excellent] Leica Fokos Chrome Distance Meter (Meter notation) From Japan #7565,29965,Rangefinder Units & Accs,Light Meters
1079,Leica Summicron-M 50mm F/2 E39 Lens for Leica M #19118 C1,3323,Lenses,"Lens Adapters, Mounts & Tubes"
1080,[EXCELLENT]Carl Zeiss Biogon T* 25mm F/2.8 ZM Lens For Leica M mount #3949,3323,Lenses,"Lens Adapters, Mounts & Tubes"
1081,Canon VT Rangefinder Body vintage leica mount From JAPAN #439091,15230,Film Cameras,Film Cameras
1082,*N Mint* Genuine Leica Black Neck Strap for M series w/Anti Slip Pad Japan #1149,64343,Straps & Hand Grips,Straps & Hand Grips
1083,Rare Leotax Leonon Lens 50mm/F2 / Leica 39mm LMT screw mount #230583,3323,Lenses,"Lens Adapters, Mounts & Tubes"
1084,【N.MINT】MINOLTA M Rokkor 40mm F/2 Lens For CL CLE Leica M Mount From JAPAN #s087,3323,Lenses,"Lens Adapters, Mounts & Tubes"
1085,Leica 12586 lens Hood. for Summilux-M 50mm f1.4 50/1.4 from Japan,78999,Lens Hoods,Viewfinders & Eyecups
1086,"*N.Mint* Leica Minolta M ROKKOR 90mm f4 for Leica M,CL,Leitz Minolta CL From JPN",3323,Lenses,"Lens Adapters, Mounts & Tubes"
1087,Leica M4-P Black 35mm Rangefinder Film Camera [Excellent] from Japan (06-X63),15230,Film Cameras,Film Cameras
1088,[EXCELLENT--]Leica M4 35mm Rangefinder Film Camera Body #3617,15230,Film Cameras,Film Cameras
1089,Voigtlander 25mm View Finder for Viewfinder/ Leica [Exc]from Japan free Shipping,167930,Viewfinders & Eyecups,Viewfinders & Eyecups
1090,"""Rare"" ""Mint"" Canon 85mm F/1.8 MF Lens Leica Screw Mount LTM L39 From Japan C534",3323,Lenses,Lenses
1091,Avenon L 28mm F/3.5 Lens for Leica L39 #22033 G1,3323,Lenses,Lenses
1092,【MINT】Leica ELMARIT 135mm f/2.8 for Telephoto Lens leitz Canada From Japan C404,3323,Lenses,Viewfinders & Eyecups
1093,"Canon 50mm F/1.8 Leica Screw Mount LTM 39 Lens. ""Exc+++"" From Japan#2369",3323,Lenses,Lens Caps
1094,[Excellent+++] Canon 50mm f/1.2 Leica Screw Mount LTM L39 From Japan,3323,Lenses,Lenses
1095,AS-IS Canon 50mm f1.8 Chrome Leica Screw L39 LTM Mount,3323,Lenses,Lenses
1096,Leica M6 0.85 35mm Rangefinder Film Camera In Black #22499 D2,15230,Film Cameras,Film Cameras
1097,Voigtlander Ultron 21mm f/1.8  Aspherical  VM  For Leica M-Mount  #2668,3323,Lenses,"Lens Adapters, Mounts & Tubes"
1098,Very Rare Contax Carl Zeiss Biogon T* 28mm F2.8 Black for Leica M Customized (09,3323,Lenses,Straps & Hand Grips
1099,【Exc+5】Leica R6 35mm SLR Film Camera Body Only From Japan 1889,15230,Film Cameras,Film Cameras
1100,Minolta M-Rokkor 40mm f/2 Lens For Leica Leitz M Mount CL CLE 【AS-IS】Japan #005,3323,Lenses,"Lens Adapters, Mounts & Tubes"
1101,【As-Is】 Minolta Leica CL 35mm Rangefinder Body Only from Japan 293,15230,Film Cameras,Film Cameras
1102,【Near Mint】Leica M6 35mm Rangefinder Film Camera Black w/Case  From JAPAN #242,15230,Film Cameras,Film Cameras
1103,[Exc+++++ condition] Leica Meter MR Chrome for M2 M3 M4 M4-2 M4-P From Japan,88668,Light Meters,Light Meters
1104,"""AS IS"" Canon  L 100mm  f/3.5  Lens F3.5  Leica  Mt  From Japan",3323,Lenses,Lenses
1105,**Exc+++++** Leitz Leica M4-P Black w/ Box Instructions from Japan,15230,Film Cameras,Viewfinders & Eyecups
1106,Minolta M Rokkor 90mm f/4 for CL / CLE Leica M mount MF Lens [NEAR MINT] #445064,3323,Lenses,"Lens Adapters, Mounts & Tubes"
1107,*Excellent+4* Canon Model 7 Rangefinder Leica Screw Mount Body Canon7 from JAPAN,15230,Film Cameras,Film Cameras
1108,[Almost Mint] Leica AF-C1 35mm Film Camera 40mm F2.8 80mm F5.6 from Japan 1237,15230,Film Cameras,Film Cameras
1109,Leitz Lens Hood SOOBK for Summaron 28mm f5.6 2.8cm from JAPAN #015807,78999,Lens Hoods,Lens Hoods
1110,VOIGTLANDER ULTRON 28MM F/2 MF FOR LEICA M /VM MOUNT *MINT+++* FROM JAPAN,3323,Lenses,"Lens Adapters, Mounts & Tubes"
1111,【EXC+++++!!】 Vintage Leica Summitar 5cm 50mm f/2 Leitz for L39 Lens Japan #9039,3323,Lenses,Lenses
1112,[NEAR MINT] Canon 85mm F/1.5 L LTM L39 Leica Screw Mount Rangefinder JAPAN #981,3323,Lenses,Lenses
1113,"""Exc+5"" Leica M4 Chrome Very Clean & Good Working JAPAN #190543-102767",15230,Film Cameras,Light Meters
1114,**Mint** LEICA M4 50th Anniversary JAHRE Rangefinder w/ Cap Strap from Japan,15230,Film Cameras,Film Cameras
1115,"""TOP MINT""Voigtlander Ultron 21mm f/1.8  Aspherical  VM  For Leica M-Mount #2639",3323,Lenses,"Cases, Bags & Covers"
1116,Asahi Kogaku Takumar 50mm f3.5  f/3.5 for asahi flex  #48271,3323,Lenses,Lens Hoods
1117,LEICA LEITZ M2 M3 90 M TO SCREW MOUNT ADAPTER RING M39 From Japan#3,30059,"Lens Adapters, Mounts & Tubes","Lens Adapters, Mounts & Tubes"
1118,[Exc+5] Canon Model 7 35mm Rangefinder Film Camera Leica Screw Mount from Japan,15230,Film Cameras,Film Cameras
1119,Minolta G-Rokkor 28mm F/3.5 Lens for Leica L39 LTM Mount With Box #15916F1,3323,Lenses,Lenses
1120,*Very Good* CANON 50mm f/1.8 Leica Screw Mount L39 LTM for Canon 7 model Japan,3323,Lenses,Lenses
1121,[Mint] Leica M6 0.72 35mm Rangefinder Film Camera Silver 1987 Free Shipping,15230,Film Cameras,Film Cameras
1122,[Near Mint]Canon 50mm f/1.4 Leica Screw Mount LTM L39 From Japan #10,3323,Lenses,Lenses
1123,[NearMint] Leica Trigger Winder for 3g 3f Ⅲg Ⅲf (300-W323),15230,Film Cameras,"Cases, Bags & Covers"
1124,［EXC＋5］Minolta M Rokkor 28mm F2.8 Leica M mount for CL CLE From Japan,3323,Lenses,"Lens Adapters, Mounts & Tubes"
1125,【MINT】 Voigtlander Color Skopar 35mm f2.5 MC VM For Leica M Mount From JAPAN 642,3323,Lenses,"Lens Adapters, Mounts & Tubes"
1126,Canon 135mm F/3.5 L39 LTM Leica Screw Mount Lens,3323,Lenses,Lenses
1127,[EXC+++] LEICA Ernst Leitz Wetzlar Summaron Lens 3.5cm F3.5 / 35mm F3.5 M mount,3323,Lenses,"Lens Adapters, Mounts & Tubes"
1128,Canon  Metal Hood for  Leica screw 50/1.4 S-50 #831822,78999,Lens Hoods,Lens Hoods
1129,"Leica ITDOO HOOD for Summaron 3.5cm , Summicron 5cm",78999,Lens Hoods,Lens Hoods
1130,"""TOP MINT""Voigtlander Nokton Classic 35mm f/1.4 MC Lens for Leica M-Mount #2653",3323,Lenses,Lens Hoods
1131,"""Rare"" Konishiroku Hexanon 50mm F1.9 Leica LTM39 ""MINT-"" From JP#3121",3323,Lenses,Viewfinders & Eyecups
1132,Sharan Leica M3 MODEL Miniature MINOX Camera  with BOX #A0115,15230,Film Cameras,Digital Cameras
1133,【TESTED/EXC+5】 Canon 28mm f/2.8 Leica Screw Mount L39 LTM View Finder from JAPAN,3323,Lenses,Lenses
1134,Leica Barnack Ig Body from Japan,15230,Film Cameras,Viewfinders & Eyecups
1135,Leica Apo-Macro-Elmarit-R 100mm F/2.8 E60 3-Cam Lens for Leica R #21469 G3,3323,Lenses,"Lens Adapters, Mounts & Tubes"
1136,Leica D-LUX  Digital Camera - Black  #2634,31388,Digital Cameras,Digital Cameras
1137,Genuine LEICA 14312 NECK Strap for M8 M4 M6 M2 M3 R9 R8 R7 13685,107894,"Cases, Bags & Covers","Cases, Bags & Covers"
1138,"Canon 35mm F/1.8 Leica Screw Mount LTM 39 Lens.""Exc+++""From Japan#2408",3323,Lenses,Lens Caps
1139,【MINT+++】 Leica M4 2 35mm Rangefinder Film Camera Body BLACK From JAPAN,15230,Film Cameras,Film Cameras
1140,*Excellent* Leica M6 TTL 0.72 Silver Rangefinder Film Camera from Japan #2962,15230,Film Cameras,Film Cameras
1141,[ Mint ] Leica R7 Black Body 35mm SLR Film Camera From Japan #265,15230,Film Cameras,Film Cameras
1142,【Optics Mint】 Canon M39 L39 LTM Leica Screw Mount 50mm f1.4 From JAPAN #431,3323,Lenses,Lenses
1143,【NEAR MINT】 Konica M-Hexanon 90mm F2.8 Lens for Leica M Mount,3323,Lenses,"Lens Adapters, Mounts & Tubes"
1144,Leica IIIF BD Rangefinder camera LTM39. Exc++ From Japan#5516,15230,Film Cameras,Film Cameras
1145,"Leica Hektor 13.5cm F4.5 M ""Exc+++"" From Japan#1647",3323,Lenses,"Lens Adapters, Mounts & Tubes"
1146,"Leica Leitz Summitar  5cm f/2 Lens Leica LTM39.""MINT-"" From JP#7553",3323,Lenses,"Lens Adapters, Mounts & Tubes"
1147,【Exc+++++】Chiyoko Super Rokkor C 50mm F2 Lens for Leica L39 From JAPAN #276,3323,Lenses,Lenses
1148,Chiyoko Minolta Super Rokkor C 5cm 50mm f/2 Leica Screw Mount LTM L39 Lens Exc,3323,Lenses,Lenses
1149,【Exc+5】 CHIYOKO SUPER ROKKOR C 5cm 50mm f/2 Leica Screw Mount LTM L39 Lens JAPAN,3323,Lenses,Lenses
1150,【EXC++++】MINOLTA Chiyoko Super ROKKOR C 5cm 50mm f/2 Leica L39 Lens from JAPAN,3323,Lenses,Lenses
1151,[V.Good in Box] Leica M4-P 35mm Rangefinder Film Camera Body From JAPAN 5405,15230,Film Cameras,Film Cameras
1152,"Nippon kogaku Nikkor H C 5cm F2 1:2 Leica LTM39 Mount Lens, ""MINT-""#7371",3323,Lenses,"Lens Adapters, Mounts & Tubes"
1153,Canon Rangefinder 50mm f/1.2 MF Lens for Leica Screw Mount L39 #988,3323,Lenses,Lens Caps
1154,"Excellent Minolta M Rokkor 90mm F4 for Leica M w/ Hood, Filter from Japan A747",3323,Lenses,Viewfinders & Eyecups
1155,"""TOP MINT""Voigtlander HELIAR 50mm F3.5 Vintage for Leica-M M6 M7 etc  #2627",3323,Lenses,Straps & Hand Grips
1156,【 BOXED MINT 】 Leica Hand Grip M 14405 BLACK for M2 M3 M4 M5 M6 from JAPAN #687,64343,Straps & Hand Grips,Straps & Hand Grips
1157,【EXC】 CANON VT Deluxe 35mm Rangefinder Film Camera Leica Mount From JAPAN #9084,15230,Film Cameras,Film Cameras
1158,[NearMINT] Canon P Rangefinder Film Camera Body Leica Screw Mount #C1262,15230,Film Cameras,Film Cameras
1159,Chiyoko Super Rokkor 50mm F/2 Lens for Leica L39 #21162 C1,3323,Lenses,Lenses
1160,Leica M2 Without Self Timer Body from Japan,15230,Film Cameras,Viewfinders & Eyecups
1161,【TOP MINT】 Leica M6 0.85 Non TTL Black Rangefinder Film Camera From JAPAN #390,15230,Film Cameras,Film Cameras
1162,Near Mint  Leica R7 Black 35mm SLR Body strap Film Camera from japan,15230,Film Cameras,Film Cameras
1163,Exc++++ Leica iii f  Range finder Camera MF Body From Japan #421777,15230,Film Cameras,Viewfinders & Eyecups
1164,"Leica IIIg 35mm Rangefinder Film Camera Body Only ""Excellent++ ""  #2772",15230,Film Cameras,Film Cameras
1165,RARE‼【N MINT】 Canon 50mm F0.95 Dream Lens For 7 7s Leica L Mount From JAPAN 166,3323,Lenses,Lens Caps
1166,【MINT IN BOX】LEICA M3 BLACK REPAINTED WITH CLA DOUBLE STROKE DS RANGEFINDER,15230,Film Cameras,Film Cameras
1167,Miyazaki Sonnetar 73mm F/1.5 F MC MS-Optics Lens Silver for Leica M #22611 F2,3323,Lenses,Lenses
1168,**EXC** Leica Leitz III Black Rangefinder 35mm Film From Japan #495,15230,Film Cameras,Film Cameras
1169,Voigtlander Nokton Classic 40mm F1.4 VM MF Lens Leica M 3388#J,3323,Lenses,"Lens Adapters, Mounts & Tubes"
1170,Leica Summicron M 50mm F/2 Lens from Japan,3323,Lenses,Digital Cameras
1171,Leica T Type 701 16.3mp Digital Camera Black Free Shipping #EC0090,31388,Digital Cameras,Digital Cameras
1172,[MINT] Leica M5 Black 35mm Film Rangefinder Camera Body 3 Lug Serial 1377628,15230,Film Cameras,Film Cameras
1173,[As-Is] Voigtlander 25mm View Finder for Viewfinder/ Leica from JAPAN,167930,Viewfinders & Eyecups,Viewfinders & Eyecups
1174,［Near Mint++］Leica ELMAR-M 50mm f/2.8 E39 Chrome M Mount Lens From Japan,3323,Lenses,"Lens Adapters, Mounts & Tubes"
1175,【EXC++++】 Leica MR Meter CHROME For M2 M3 M4 M4-P M4-2 from Japan #p07,88668,Light Meters,Light Meters
1176,**Exc+++++** Canon Model 7 35mm Rangefinder Body Leica Screw Mount Japan A0282,15230,Film Cameras,Film Cameras
1177,【NEAR MINT+3】 Leica M6 0.72 BLACK Rangefinder 35mm Film Camera From JAPAN #1725,15230,Film Cameras,Film Cameras
1178,Chiyoda Kogaku Super Rokkor 50mm F/1.8 Lens for Leica L39 #22189 C1,3323,Lenses,Lenses
1179,【EXC+5 w/Hood】 Minolta M-Rokkor 28mm f2.8 Leica M for CLE CL from JAPAN Q300,3323,Lenses,Viewfinders & Eyecups
1180,Genuine Canon 50mm Early Lens hood for 50mm F/1.4 Leica mount with 48mm filter,78999,Lens Hoods,Lens Hoods
1181,【EXC+++】 Voigtlander Color Heliar 75mm F2.5 MC L39 Lens W/ Leica M Mount Adapter,3323,Lenses,"Lens Adapters, Mounts & Tubes"
1182,"""Exc"" CANON VT De Luxe RF LTM 39mm LEICA RE-PAIN BLACK JAPAN #190527-101323",15230,Film Cameras,Digital Cameras
1183,【Exc+++】Konica M-Hexanon 28mm F/2.8 Lens for Leica M Mount From Japan (2577),3323,Lenses,"Lens Adapters, Mounts & Tubes"
1184,[Exc+++++] Minolta M Rokkor 90mm f/4 for Leica CL CLE with Hood from Japan,3323,Lenses,Viewfinders & Eyecups
1185,【NEAR MINT】 Canon 35mm F/2 Leica Screw Mount LTM L39 Wide Angle From Japan,3323,Lenses,Lenses
1186,Leica SF 24D Shoe Mount Flash With Box #22227,48515,Flashes,"Lens Adapters, Mounts & Tubes"
1187,【MINT in Box】 Leica R7 SLR Film Camera Body Black from Japan #145,15230,Film Cameras,Film Cameras
1188,Leica Lens Hood for Inner diameter size about 38mm Details unknown　13822,78999,Lens Hoods,Lens Hoods
1189,N Mint Canon 7 Rangefinder Camera Body w/Case Leica Screw Mount from Japan #1530,15230,Film Cameras,Film Cameras
1190,【NEAR MINT】 Canon 50mm f/1.8 L39 LTM Leica Screw mount from Japan,3323,Lenses,Lenses
1191,Overhauled [Mint] Minolta CLE 35mm Camera Body Leica M Mount from JAPAN 0261,15230,Film Cameras,Digital Cameras
1192,[Ex] Voigtlander Heliar Classic 75mm F/1.8 Lens for Leica M Mount (340-K395),3323,Lenses,"Lens Adapters, Mounts & Tubes"
1193,【Near Mint+++】 Leica R8 Black Body / Vario-Elmar-R 35-70mm f/3.5 From Japan 253,15230,Film Cameras,Digital Cameras
1194,SMC Pentax-L 43mm F/1.9 Special Lens for Leica L39 LTM Mount #17316#7/5,3323,Lenses,Lenses
1195,【TESTED / OPT Near MINT】 Canon 35mm f/1.8 Leica Screw Mount L39 LTM from JAPAN,3323,Lenses,Lenses
1196,"""NEAR MINT""Leica Summicron-M 50mm F/2.0 GERMANY SILVER for M6 M7 MP etc  #2871",3323,Lenses,Straps & Hand Grips
1197,[Excellent] Voigtlander Heliar classic 50mm f2 Leica M mount (540-K553),3323,Lenses,"Lens Adapters, Mounts & Tubes"
1198,【NEAR MINT+3】 Leica M6 0.72 BLACK Rangefinder 35mm Film Camera From JAPAN #1725,15230,Film Cameras,Film Cameras
1199,*MINT* Leica IIIf 3f Rangefinder Body Only #336,15230,Film Cameras,Film Cameras
1200,[Near Mint] Leica LEITZ Summicron R 50mm f/2 MF Standard Lens,3323,Lenses,"Lens Adapters, Mounts & Tubes"
1201,[EXCELLENT]Leica M6 0.72 35mm Rangefinder Film Camera in Silver #4085,15230,Film Cameras,Film Cameras
1202,Canon 100mm f/3.5 Leica Screw L39 LTM Mount Lens w/View Finder *EXC++++* #450,3323,Lenses,Lenses
1203,[Excellnet+++++] Canon 50mm f/1.4 LTM Leica Screw L39 LTM Mount From Japan #0263,3323,Lenses,Lenses
1204,【TOP MINT】Leica Leitz UVa Lens Black Filter E39 39Ø 39mm No.13131 +BOX Case JP,15216,Filters,"Cases, Bags & Covers"
1205,Voigtlander Ultron 21mm f/1.8  Aspherical  VM For Leica M-Mount   #2735,3323,Lenses,"Lens Adapters, Mounts & Tubes"
1206,【MINT In Box】 Leica E46 UVa 13004 Filter from JAPAN,15216,Filters,Viewfinders & Eyecups
1207,Genuine Leica Black Strap 4,64343,Straps & Hand Grips,"Cases, Bags & Covers"
1208,Carl Zeiss Biogon T* 25mm F/2.8 ZM Lens For Leica M mount w/hood [Near N] 99-F46,3323,Lenses,"Lens Adapters, Mounts & Tubes"
1209,【Near Mint】Leica R4 Black 35mm SLR Film Camera Body From Japan #72,15230,Film Cameras,Film Cameras
1210,【Exc+5 in BOX】 Leitz Minolta M-Rokkor 90mm F/4 Lens For Leica M CL CLE Japan,3323,Lenses,Lenses
1211,"Canon 50mm F/1.5 chrome Leica LTM 39 Lens,""Exc++""w/Filter From Japan#1132",3323,Lenses,Lenses
1212,Excellent LEICA AF-C1 40mm F2.8 80mm F5.6 Compact Film Camera From Japan,15230,Film Cameras,Film Cameras
1213,*Exc5* Nicca iiif 3f 3-f Rangefinder Film Camera Leica Screw Mount From JAPAN,15230,Film Cameras,Film Cameras
1214,"""RARE TOP Mint in Box"" Leica Summicron-M 50mm F/2 Black for M6 M7 MP etc  #2765",3323,Lenses,Straps & Hand Grips
1215,Canon 50mm F1.8 Leica Screw Mount LTM M39 SN218515,3323,Lenses,Lens Caps
1216,"""NearMINT"" Minolta M Rokkor 28mm f/2.8 for CLE Leica M mount w/Hood FromJPN#4990",3323,Lenses,"Lens Adapters, Mounts & Tubes"
1217,【Exc+++】Canon 50mm f/1.8 Lens Leica Screw LTM L39 M39 from JAPAN 492,3323,Lenses,Lenses
1218,Rare Leotax Leonon Lens 50mm/F2 / Leica 39mm LMT screw mount #231516,3323,Lenses,"Lens Adapters, Mounts & Tubes"
1219,【NEAR MINT】 Leica Minilux 35mm Film Camera Summarit 40mm F/2.4 From JAPAN #279,15230,Film Cameras,Film Cameras
1220,Leica APO EXTENDER R 1.4x 3cam [NEVER USED] from Japan (14069),3323,Lenses,Viewfinders & Eyecups
1221,"""Near Mint"" Leica ELMAR-M 50mm f/2.8 MF Lens Shipping from Japan",3323,Lenses,Viewfinders & Eyecups
1222,Leica SUMMICRON-M 35mm f/2 Silver Camera Lens USED,3323,Lenses,Digital Cameras
1223,@Boxed@ Leicaflex SL Black Chrome + Summicron-R 50mm f2 #015528,15230,Film Cameras,Light Meters
1224,"Voigtlander Ultron 28mm f/2 VM For Leica M-Mount ""Excellent++ in Box "" #2894",3323,Lenses,"Lens Adapters, Mounts & Tubes"
1225,Leica Leitz Canada SUMMICRON M 35mm F2 Black 11309 MF Lens For M Mount #1904A,3323,Lenses,"Lens Adapters, Mounts & Tubes"
1226,【Mint in Box】Leica MP 0.85 Rangefinder Film Camera w/ Strap from japan #231,15230,Film Cameras,Film Cameras
1227,Voigtlander Color Skopar 35mm f2.5 MC Leica LTM L39[Excellent] from Japan 88-E21,3323,Lenses,Viewfinders & Eyecups
1228,**Top Mint** Leica ELMAR-M 50mm f/2.8 MF Lens Black  E39 from Japan-#1315,3323,Lenses,Digital Cameras
1229,"""EXCELLENT"" LEICA M2 BODY 35mm Rangefinder Film Camera Body with Box #190428s",15230,Film Cameras,Film Cameras
1230,@BOXED@ Leica I A Made in 1926/27 with Elmar 50mm f3.5 #016104,15230,Film Cameras,Digital Cameras
1231,【Exc+++++】 Leica Minilux 35mm Film Camera Summarit 40mm F/2.4 From JAPAN #1306,15230,Film Cameras,Film Cameras
1232,**problem** Canon 50mm F1.8 Leica Screw Mount LTM M39  SN237623,3323,Lenses,Lens Caps
1233,"""As-Is"" Leica M3 Double Stroke 35mm Rangefinder Film Camera from Japan",15230,Film Cameras,Film Cameras
1234,Leica M6 0.72 Non TTL Black 35mm Rangefinder Camera From JAPAN #914,15230,Film Cameras,Film Cameras
1235,[Near Mint] Canon 28mm F2.8 Leica Screw Mount LTM L39 Lens from Japan,3323,Lenses,Lenses
1236,Voigtlander Color Skopar 21mm F/4 MC Leica L39 screw mount Near MINT From Japan,3323,Lenses,"Lens Adapters, Mounts & Tubes"
1237,Voigtlander Super Wide-Heliar 15mm F/4.5 Lens Leica L39 w/finder (302-W10),3323,Lenses,Lenses
1238,[Near Mint] Canon 50mm f/1.4 Lens Leica Screw Mount LTM L39 from Japan #10499,3323,Lenses,Lenses
1239,Panasonic SFC0190 Lens Hood for H-X015 Leica DG Summilux 15mm F1.7  12985,64352,Digital Camera Parts,Lens Hoods
1240,RARE Optics Mint Canon 35mm f/1.5 LTM Leica L39 Mount from Japan,3323,Lenses,Lenses
1241,Leica Hand Grip 14496 for Leica M 240 246 Monochrom Clean from JAPAN #015930,64343,Straps & Hand Grips,Straps & Hand Grips
1242,【TOP MINT】 Voigtlander Bessa T Black Leica M Mount + Trigger Winder From JAPAN,15230,Film Cameras,Digital Cameras
1243,[MINT]Leica M6 TTL 0.85 35mm Rangefinder Film Camera In Silver Japan model#3780,15230,Film Cameras,Film Cameras
1244,"LEICA rangefinder camera Leather Case, good condition En Shop Japan",107894,"Cases, Bags & Covers",Film Cameras
1245,[ Mint ] Leica Meter MR MR4 Black for M2 M3 M4 M4-2 M4-P From Japan #0343,162480,Other Camera & Photo Accs,Light Meters
1246,Rare MINOLTA 35 II B Body Rangefinder Film Camera Leica mount [Exc++] from Japan,15230,Film Cameras,Film Cameras
1247,Carl Zeiss Biogon T* 28mm F/2.8 Black ZM Lens For Leica M from JAPAN #1388,3323,Lenses,Digital Cameras
1248,Canon 50mm F1.8 Leica Screw Mount LTM M39  SN265178,3323,Lenses,Lens Caps
1249,Leica Lens cap A70 (14232) for PC 28/2.8 (0NAC-453),162480,Other Camera & Photo Accs,Lens Caps
1250,[Rare!!] NIKON PK-12 Auto Extension Ring from Nikkor to Leica L #a0100,155707,Cables & Adapters,"Lens Adapters, Mounts & Tubes"
1251,[A- Mint] Leica M7 0.72 JAPAN 35mm Rangefinder Film Camera in Silver Body 5448,15230,Film Cameras,Film Cameras
1252,Canon VT Leica Screw Mount Rangefinder camera #505176,15230,Film Cameras,Film Cameras
1253,Excellent++ Canon 100mm f/3.5 for Leica screw L39 mount from Japan,3323,Lenses,Lenses
1254,Canon 100mm f/3.5 L39 LTM Leica Screw mount (1580),3323,Lenses,Lenses
1255,【Exc+3】Leica 42mm Chrome Front Lens Cap From JAPAN #49,79001,Lens Caps,Lens Caps
1256,[Excellent] ZEISS Biogon T* 35mm F/2.0 Lens ZM Mount for Leica M (496-f377),3323,Lenses,"Lens Adapters, Mounts & Tubes"
1257,*Top Mint-* Leica M6 Titan Titanium 0.72 Rangefinder Camera From Japan #2242,15230,Film Cameras,Film Cameras
1258,[N MINT] Leica Minilux 35mm Point & Shoot Summarit 40mm F/2 JAPAN✈Free Shipping✈,15230,Film Cameras,"Lens Adapters, Mounts & Tubes"
1259,[Excellent] Voigtlander 35mm F2.5 P II Color-Skopar leica M Mount (270-W5),3323,Lenses,"Lens Adapters, Mounts & Tubes"
1260,【MINT】 Leica Summicron M 50mm f/ 2 E39 Lens for Leica M from JAPAN #1638,3323,Lenses,Lenses
1261,【 Near MINT 】 Leica 12585H Lens Hood for Summicron 35mm / 50mm from JAPAN #657,78999,Lens Hoods,Lens Hoods
1262,[Exc+5]Canon L2 L II rangefinder Film 35mm Camera Leica screw mount from Japan,15230,Film Cameras,Film Cameras
1263,Voigtlander Ultron 21mm f/1.8  Aspherical  VM  For Leica M-Mount  #2612,3323,Lenses,"Lens Adapters, Mounts & Tubes"
1264,Canon 35mm F/2 for leica Screw Mount LTM 39 [Very Good] from Japan (06-R80),3323,Lenses,Lens Caps
1265,[EXCELLENT-]Leica M3 35mm Rangefinder Film Camera Body Double #4141,15230,Film Cameras,Film Cameras
1266,【Almost Unused】Carl Zeiss C Sonnar T* 50mm F1.5 ZM Silver for Leica M  421261,3323,Lenses,"Lens Adapters, Mounts & Tubes"
1267,Meter Works!! [Exc++++] Canon 7 35mm Rangefinder Body Leica L39 mount from JAPAN,15230,Film Cameras,Film Cameras
